"Ordinal","RelativePath","LengthBytes","CreationTimeUtc","LastWriteTimeUtc","Attributes","Sha256","Status","Error"
"155","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_sturm-f_xml.zip","56717182","2026-08-29T09:15:53.1354562Z","2026-07-04T19:35:17.8436818Z","Archive","3631817948b414be6cda59a329536335657d1741c1cf4e9c86fcace22006055b","hashed",""
"156","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_swerzbin-m_xml.zip","147420408","2026-08-29T09:15:53.2469628Z","2026-07-04T19:41:15.7360221Z","Archive","d4c5342a1dcf4b37d13ef0135859f2703b0ebe4c0047a4a72deb164445df594f","hashed",""
"157","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_symes-k_xml.zip","758441496","2026-08-29T09:15:53.5223680Z","2026-07-05T01:09:44.2805295Z","Archive","8ff3a51bec971de507eea20601915664376680c7c4bf115b9d96fb94defd8a30","hashed",""
"158","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_taylor-m_xml.zip","1326426309","2026-08-29T09:15:54.9234632Z","2026-07-05T01:09:03.0562851Z","Archive","ad9386589a836438ca02f4865696f939a7859e3ccc2599ed6bca1e4be20330d1","hashed",""
"159","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_tholt-j_xml.zip","195739043","2026-08-29T09:16:30.8142159Z","2026-07-04T19:41:00.0414119Z","Archive","a994796ce100e635cfa676e63a25be1b19a0367cf91553d6fdfbe37ce4d15b90","hashed",""
"160","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_thomas-p_xml.zip","115144311","2026-08-29T09:17:22.2906078Z","2026-07-05T01:03:29.7500614Z","Archive","dcf19730be82b9069acd383c7b4a40dd6c6fa2dc1ad721f042f60c7be1193ac4","hashed",""
"161","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_townsend-j_xml.zip","25621445","2026-08-29T09:17:22.5074877Z","2026-07-04T19:42:28.9651491Z","Archive","2d221fcb6a5547413792fa59c851bfd6a964f21cb5ff9bdca129944fa8dc1fe2","hashed",""
"162","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_tycholiz-b_xml.zip","98392927","2026-08-29T09:17:22.5616985Z","2026-07-04T19:40:05.6991821Z","Archive","75f5ccd26c08c34a29bb5f01c6464f52b26bcd993324c19e28b0135cbd57e1e4","hashed",""
"163","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_ward-k_xml.zip","178544504","2026-08-29T09:17:22.7491694Z","2026-07-05T00:48:24.0388455Z","Archive","e1a6c6f240f04f3bdbca2c0376e490668e38fb90cd4eb08f7036f5856897bb4d","hashed",""
"164","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_watson-k_xml.zip","128525372","2026-08-29T09:17:23.0857263Z","2026-07-04T19:43:46.0821700Z","Archive","080f65105951b2ff3fc739627981917273f9d544b2af7f548d05c9394c7c2b91","hashed",""
"165","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_weldon-c_xml.zip","83224374","2026-08-29T09:17:23.3299144Z","2026-07-04T19:39:58.5546503Z","Archive","097455884baa79c84b3d56f8f4cdc5f1b70daa02852145c1807b621d1861b744","hashed",""
"166","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_whalley-g_xml.zip","1258017528","2026-08-29T09:17:23.4867280Z","2026-07-05T01:08:42.5271130Z","Archive","132102d816f71439bba75469bd9c66a816f82d3e8244cb99ee13f0158729063c","hashed",""
"167","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_white-s_xml.zip","222224912","2026-08-29T09:17:25.8097516Z","2026-07-04T19:27:14.1168028Z","Archive","35774b71a8e16b940188e72f94523cfd1d277649f17191c1b5807c4a85042db2","hashed",""
"168","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_whitt-m_xml.zip","73392849","2026-08-29T09:19:29.6556782Z","2026-07-04T19:39:05.9013447Z","Archive","cb8e957a2b543ae0b1876d2af72eb79429dc5aef20edaf20ad0415843dc450f4","hashed",""
"169","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_williams-b_xml.zip","109276010","2026-08-29T09:19:29.7957531Z","2026-07-04T19:36:44.7584359Z","Archive","029969d0e5278a6910a537286a8159acfed45cf2d701f1bdd26d5a693cb938c6","hashed",""
"170","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_williams-j_xml.zip","102706339","2026-08-29T09:19:30.0028668Z","2026-07-05T00:30:27.2545995Z","Archive","045b9a38b08f36fce3374f14719943e658c1212979fecf44cec6ef17c112ddf7","hashed",""
"171","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_wolfe-j_xml.zip","176287914","2026-08-29T09:19:30.1966647Z","2026-07-04T19:34:00.7833662Z","Archive","4c5a0dfe38806b658e2acd017938b20ef977741a73edda77e67243a6e8b73937","hashed",""
"172","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_ybarbo-p_xml.zip","182089487","2026-08-29T09:19:30.5276143Z","2026-07-04T19:33:54.0908321Z","Archive","3c336eb276fb06e2f821b1a2d73c7671345c6cfe6001105c279f63c202fdfbef","hashed",""
"173","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_zipper-a_xml.zip","252927942","2026-08-29T09:19:30.8704817Z","2026-07-04T19:43:58.5116349Z","Archive","30f18999606bea70f32a2b44b0a146af7ff7e7a671c9b9fe67f9e68b6ac59cf0","hashed",""
"174","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_zufferli-j_xml.zip","83074905","2026-08-29T09:19:31.3492116Z","2026-07-04T19:38:38.8411256Z","Archive","a47b0831c1bf123e319c2ef624d187ad4da447e90e181e57323f702befc53f1c","hashed",""
"175","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm.enron.email.data.set.v2.xml_meta.sqlite","9216","2026-08-29T09:19:31.5163090Z","2026-07-04T13:23:37.0445702Z","Archive","bfeac3b87fb9b2e83530a415da14c60611f5180586d36c66d785eb8b14dcff28","hashed",""
"176","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm.enron.email.data.set.v2.xml_meta.xml","1238","2026-08-29T09:19:31.5201278Z","2026-07-04T13:23:37.0703693Z","Archive","c293302185fc279c99c49b447b5b3fa1f4e35e44838fe090f7d2d47a2449cfad","hashed",""
"177","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm.enron.email.data.set.v2.xml_torrent.txt","11600","2026-08-29T09:19:31.5304699Z","2026-07-04T13:23:37.0703693Z","Archive","cb6cb079a7793b441521f84c371225d6784dbf462b5f1fe2593ecc6c79121db7","hashed",""
"178","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm.enron.email.data.set.v2.xml.torrent","388096","2026-08-29T09:19:31.5100099Z","2026-07-04T13:24:01.9465870Z","Archive","77dc9d23e6d9f7eda4f34a5031c952cbde9a97135f647e39d1915cc8f1e678e7","hashed",""
"179","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\README.txt","1324","2026-08-29T09:19:31.5314727Z","2026-07-04T13:24:41.3904445Z","Archive","5eae5117bd70de4b24a5ccf08c99e0bd7931a464fd1384221b397392b931b359","hashed",""
"180","DOSSIER_SPACE_ROOT\02_CUSTODY\acquisition\DS-20260829-S16_ACL_PROTECTION_RECORD.md","2150","2026-08-31T12:10:00.5900223Z","2026-08-31T12:10:00.5900223Z","Archive","498fa9980d541c8d6a75673e68242505739233fbadcf5dff98ca5259cd9df240","hashed",""
"181","DOSSIER_SPACE_ROOT\02_CUSTODY\acquisition\DS-20260829-S16_ACQUISITION_RECORD.md","7751","2026-08-31T12:58:40.4188277Z","2026-08-31T13:11:44.1220286Z","Archive","a98f02864a10d208862e3c963909b66f3c688611f4f783b14eb580bbd2d7839e","hashed",""
"182","DOSSIER_SPACE_ROOT\02_CUSTODY\acquisition\DS-20260829-S16_ENVIRONMENT_AND_PROTECTION_STATE.md","1809","2026-08-31T11:14:03.9886117Z","2026-08-31T11:14:03.9886117Z","Archive","09ec9434966bedba785bd21b62d60af60709602966d3f6e04f9bb823e4437e3c","hashed",""
"183","DOSSIER_SPACE_ROOT\02_CUSTODY\acquisition\DS-20260829-S16_PRE_PROTECTION_ACL_v2.txt","102734","2026-08-31T12:01:39.7795721Z","2026-08-31T12:01:39.7872848Z","Archive","2bd81e171b14af44613c52b78c2a411d1691856c69925bf571233766436d072c","hashed",""
"184","DOSSIER_SPACE_ROOT\02_CUSTODY\acquisition\DS-20260829-S16_TIME_STATE.md","722","2026-08-31T13:05:57.2415426Z","2026-08-31T13:05:57.2415426Z","Archive","7aebaefa6df1e09a132df8ad4afb2fc58ffc5df22f44d6d80323575d201b6520","hashed",""
"185","DOSSIER_SPACE_ROOT\02_CUSTODY\CUSTODY_BASELINE.md","1329","2026-08-29T08:23:38.2617720Z","2026-08-29T08:23:38.2617720Z","Archive","2de43f8b6c64370f334efdcfa8e5a2b10350ce0fb5ea21bcee5bafbb492c19c2","hashed",""
"186","DOSSIER_SPACE_ROOT\02_CUSTODY\integrity_checks\DS-20260829-S16_BOUNDED_ZIP_CRC_RESULTS.csv","459","2026-08-31T12:56:59.2666447Z","2026-08-31T12:56:59.4633011Z","Archive","3abac1b40f12f0fcaf018977f69de6a26c2c4cda8864f4f734c981f3e7f6da2c","hashed",""
"187","DOSSIER_SPACE_ROOT\02_CUSTODY\integrity_checks\DS-20260829-S16_HASH_RESULTS.csv","40503","2026-08-31T11:07:42.5581531Z","2026-08-31T11:11:04.4144907Z","Archive","8b3ba512eb84f9a7e07c907be3f3e5089740894469bde86782f0357215fd1d0f","hashed",""
"188","DOSSIER_SPACE_ROOT\02_CUSTODY\integrity_checks\DS-20260829-S16_HASH_RESULTS.csv.sha256","100","2026-08-31T11:11:04.4440029Z","2026-08-31T11:11:04.4450111Z","Archive","c27e3446e12525b4ae077162a3b66359c41e7493759ca40009a0768e077d0bc7","hashed",""
"189","DOSSIER_SPACE_ROOT\02_CUSTODY\integrity_checks\DS-20260829-S16_POST_ACL_INTEGRITY_CHECK.csv","49698","2026-08-31T12:03:16.1798207Z","2026-08-31T12:06:48.8574827Z","Archive","8df99314a09d96786b61395057eda7009de24bbf2f247dbd6fee2279596d6de5","hashed",""
"190","DOSSIER_SPACE_ROOT\02_CUSTODY\integrity_checks\DS-20260829-S16_POST_ACL_INTEGRITY_CHECK.csv.sha256","112","2026-08-31T12:06:48.8724520Z","2026-08-31T12:06:48.8734549Z","Archive","8885463ba19027f9526772b2b094a70a0786ca576ad3103999be020031cd0d89","hashed",""
"191","DOSSIER_SPACE_ROOT\02_CUSTODY\integrity_checks\DS-20260829-S16_TECHNICAL_METADATA_AND_ARCHIVE_SUMMARY.json","9501","2026-08-31T12:52:47.8432954Z","2026-08-31T12:52:47.8432954Z","Archive","b65812d770bb45c0a638bdfca12cf423dd7d8129eb9d9ba213745ff5646c8e3b","hashed",""
"192","DOSSIER_SPACE_ROOT\02_CUSTODY\integrity_checks\DS-20260829-S16_V2_TECHNICAL_METADATA_AND_ARCHIVE_SUMMARY.json","9980","2026-08-31T12:54:39.4697024Z","2026-08-31T12:54:39.4697024Z","Archive","a9d6565bae7f50eeaa9213ebcb7b5a4c299ca0ae833536ca9d979f461c28ea82","hashed",""
"193","DOSSIER_SPACE_ROOT\02_CUSTODY\integrity_checks\DS-20260829-S16_V2_ZIP_CENTRAL_DIRECTORY_RESULTS.csv","15344","2026-08-31T12:54:09.5526505Z","2026-08-31T12:54:39.4574166Z","Archive","9575f0872bfbd90bc411e019c85f3aef8ec14367b57b21c5c825cbe35d2c24a9","hashed",""
"194","DOSSIER_SPACE_ROOT\02_CUSTODY\integrity_checks\DS-20260829-S16_ZIP_CENTRAL_DIRECTORY_RESULTS.csv","15345","2026-08-31T12:52:17.3884073Z","2026-08-31T12:52:47.8287695Z","Archive","7de0482fdcd2399295c83565d2569d94e61ca59dcd1ca8d685f32b00a1013871","hashed",""
"195","DOSSIER_SPACE_ROOT\02_CUSTODY\manifests\DS-20260829-S16_CORPUS_MANIFEST.csv","26054","2026-08-31T11:01:57.0220070Z","2026-08-31T11:01:57.0240150Z","Archive","620bfac57a0ff33a384d5b254177cd27eb65a7cfee4a95f9785f5fd8d357301d","hashed",""
"196","DOSSIER_SPACE_ROOT\02_CUSTODY\manifests\DS-20260829-S16_CORPUS_MANIFEST.csv.sha256","103","2026-08-31T11:01:57.0411645Z","2026-08-31T11:01:57.0421695Z","Archive","a8c658fa83a14197b73e5b3829c6f7bddabe01909eaec2cdc18d8dc9e5a53f74","hashed",""
"197","DOSSIER_SPACE_ROOT\02_CUSTODY\migration\DS-20260902-S18_SOURCE_DEVICE_STATE.json","2011","2026-09-02T10:49:19.3750980Z","2026-09-02T10:49:19.3750980Z","Archive","87ff118cc725b2038d52c7c2129628e001c4174e2280b3e5403e6727cb227bc2","hashed",""
"198","DOSSIER_SPACE_ROOT\03_PRIMERS_METHODS\dossier_primers\DOSSIER_PRIMER.md","1191","2026-08-29T09:27:18.8593681Z","2026-08-29T09:27:18.8593681Z","Archive","caaa451b1ab0d8c398c1b25e3b4e7e2d0a4ae68fb15a4d6952512525395714a1","hashed",""
"199","DOSSIER_SPACE_ROOT\03_PRIMERS_METHODS\guidance and background\AI-Assisted Evidence and the Dossier Space Experiment - Society for Computers & Law.pdf","6979458","2026-09-01T08:22:33.7193272Z","2026-04-20T07:45:46.0334913Z","Archive","5b935f6f4fa58ae19549655c10e923ea6163530f8b22445a543508e6388b68b2","hashed",""
"200","DOSSIER_SPACE_ROOT\03_PRIMERS_METHODS\guidance and background\Shaping the Future of Agentic AI in Legal Practice - The Law Society.pdf","1643087","2026-09-01T08:22:27.0547557Z","2026-04-28T09:48:44.7266162Z","Archive","6222aabee5146c1549e2253d9384fe8540e040456483dfb50f5e208f9cc66067","hashed",""
"201","DOSSIER_SPACE_ROOT\03_PRIMERS_METHODS\investigation_plans\DL operating corpus investigation plan.pdf","157258","2026-08-31T14:26:50.9281845Z","2026-08-31T10:25:51.2375548Z","Archive","c098c7ee4642e9d98f16f386a043a9d01147f7179cd7776e36502aedc4a8c22a","hashed",""
"202","DOSSIER_SPACE_ROOT\03_PRIMERS_METHODS\session_primers\Dossier Space Corpus and Analytical Primer.md","15396","2026-08-29T09:38:52.2277331Z","2026-08-29T09:38:59.0323645Z","Archive","29f0af0d4f692601a4815544d3c137156ef2be1a6d407f7663a8a139918aa8e7","hashed",""
"203","DOSSIER_SPACE_ROOT\03_PRIMERS_METHODS\session_primers\Dossier Space Corpus Onboarding Primer.md","16434","2026-08-29T09:23:14.4530450Z","2026-08-29T09:23:32.7892342Z","Archive","11e3da1951a3d6be4b1e032d958bc6ce003aa9bd7fa078bfd8f9e4a80f976523","hashed",""
"204","DOSSIER_SPACE_ROOT\03_PRIMERS_METHODS\standards\ISO_IEC_27037\source\ISO-IEC-27037-2012_SIST_PREVIEW.pdf","782206","2026-08-31T12:20:32.8291656Z","2026-08-31T12:20:49.3141687Z","Archive","9c991348eae3591d4530da77ece4311f7ab337c7f297e59f1bf0e02495e3f1de","hashed",""
"205","DOSSIER_SPACE_ROOT\04_SESSIONS\_TEMPLATE\00_PLAN\EXPECTED.yaml","330","2026-08-29T08:23:41.2482027Z","2026-08-29T08:23:41.2482027Z","Archive","07075b54dd6a87cee36ca153e6515e7ac48b35f13d3b69878ebf29b9ee9c50a6","hashed",""
"206","DOSSIER_SPACE_ROOT\04_SESSIONS\_TEMPLATE\01_ACTUAL\ACTIONS.jsonl","0","2026-08-29T08:23:43.2385894Z","2026-08-29T08:23:43.2385894Z","Archive","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","hashed",""
"207","DOSSIER_SPACE_ROOT\04_SESSIONS\_TEMPLATE\01_ACTUAL\ACTUAL.yaml","336","2026-08-29T08:23:42.2421884Z","2026-08-29T08:23:42.2421884Z","Archive","7ea66ced373d194fa56c157b64979282d58a8eeb249b1f3b1fe4410940db2a8f","hashed",""
"208","DOSSIER_SPACE_ROOT\04_SESSIONS\_TEMPLATE\02_RESULTS\RESULTS_MANIFEST.csv","79","2026-08-29T08:23:44.2304893Z","2026-08-29T08:23:44.2304893Z","Archive","561e57fa4171b3ca89d6e773d1118afde8fdc2aa86c31cf4b858be884e55b9d8","hashed",""
"209","DOSSIER_SPACE_ROOT\04_SESSIONS\_TEMPLATE\03_FINDINGS\FINDING_REFERENCES.csv","83","2026-08-29T08:23:45.2318641Z","2026-08-29T08:23:45.2318641Z","Archive","50dab6bbafa928050e9c3bdb07ef1c5ad90e59e9b4ac5a5b312fd2d424befdf9","hashed",""
"210","DOSSIER_SPACE_ROOT\04_SESSIONS\_TEMPLATE\04_ASSURANCE\REVIEW.md","357","2026-08-29T08:23:46.2197484Z","2026-08-29T08:23:46.2197484Z","Archive","6048b2a06106d05058f15521d0b3afff6838ba1685831288666f274e37b5f671","hashed",""
"211","DOSSIER_SPACE_ROOT\04_SESSIONS\_TEMPLATE\README.md","435","2026-08-29T08:23:40.2472932Z","2026-08-29T08:23:40.2472932Z","Archive","aed31e3dce4a53e34ca1af2fd82386c93108fd27adc63ee42bb907f52f1d8c6f","hashed",""
"212","DOSSIER_SPACE_ROOT\04_SESSIONS\_TEMPLATE\ROMER.md","446","2026-08-29T08:23:47.2245255Z","2026-08-29T08:23:47.2245255Z","Archive","18c4b1255d8cddc8fcf16077d92f735a68ab4aeca206bdec962a6eae91f54b32","hashed",""
"213","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260829-S16\00_PLAN\EXPECTED.yaml","10125","2026-08-29T09:30:51.7791239Z","2026-08-31T13:11:46.1931722Z","Archive","16ed5fdb4559cef30babbbbefa51dfd82ebae368f5ee61137aa7803d7537ce71","hashed",""
"214","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260829-S16\00_PLAN\ISO_IEC_27037_APPLICATION.md","2078","2026-08-29T09:35:36.7141511Z","2026-08-29T09:35:36.7141511Z","Archive","ef19d61a53a492120cc7fdd37a4e0f13933551f054d68f4b56d34cbe7bb39bfd","hashed",""
"215","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260829-S16\00_PLAN\ONBOARDING_EXECUTION_APPROACH.md","5731","2026-08-29T09:38:46.6233210Z","2026-08-29T09:38:46.6233210Z","Archive","8472d1d40043e64cc968216950eb05396d003d7bebdc8afc5008c57ddef94c13","hashed",""
"216","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260829-S16\00_PLAN\ONBOARDING_TIME_ESTIMATE.md","2626","2026-08-29T09:40:16.9112217Z","2026-08-31T11:06:57.2900644Z","Archive","385d2156a9e205a70ad0c6a937a2e8f686418f6616b51052ce891a0da7c12c9d","hashed",""
"217","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260829-S16\01_ACTUAL\ACTIONS.jsonl","29903","2026-08-29T09:30:54.5278736Z","2026-08-31T13:54:26.1182685Z","Archive","5626527d5747c9c75797574f440f1f4c1e42b6fa5e5c330a16f80adb59cae52c","hashed",""
"218","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260829-S16\01_ACTUAL\ISO_IEC_27037_CONFORMANCE_CONFLICT_REGISTER.csv","5318","2026-08-29T09:35:37.7635641Z","2026-08-31T13:11:48.2811645Z","Archive","2db8e066cfdfd19494df82738e5b304bb7d5572b957bd343764111a184735d5e","hashed",""
"219","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260829-S16\01_ACTUAL\OBSERVED.yaml","10924","2026-08-29T09:30:53.4936753Z","2026-08-31T13:54:24.0086169Z","Archive","bde861f76d5e425ea5831a99dd3bd4104e41c949483a1c39fc2245e2c9ace6f6","hashed",""
"220","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260829-S16\02_RESULTS\RESULTS_MANIFEST.csv","5621","2026-08-29T09:30:56.2501503Z","2026-08-31T13:54:20.8178302Z","Archive","b6261285609f8069fb6a7e212aa3492460bae01ab4c203028eea7f3aacb8877e","hashed",""
"221","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260829-S16\03_FINDINGS\FINDING_REFERENCES.csv","83","2026-08-29T09:30:57.9561070Z","2026-08-29T09:30:57.9561070Z","Archive","50dab6bbafa928050e9c3bdb07ef1c5ad90e59e9b4ac5a5b312fd2d424befdf9","hashed",""
"222","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260829-S16\04_ASSURANCE\ASSURANCE_INDEPENDENCE_NOTE.md","1450","2026-08-31T13:46:22.7810726Z","2026-08-31T13:46:22.7810726Z","Archive","9b7cbe2ab6b33e0ebec982d024da810eb7774cd43007bd8bfdd9440319e94081","hashed",""
"223","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260829-S16\04_ASSURANCE\OPERATOR_AUTHORIZATION.md","1042","2026-08-31T13:38:59.5805398Z","2026-08-31T13:38:59.5815553Z","Archive","521f45c605257a539ddd573ac11468aba30a7b88919dc6bbda909a21260c1baf","hashed",""
"224","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260829-S16\04_ASSURANCE\REVIEW.md","8152","2026-08-29T09:30:59.6759276Z","2026-08-31T13:51:58.8068281Z","Archive","1f62dd6e7ffbbc9da4535f21a2c0babcc7d476713a2cd81a25dacfd617f81fb3","hashed",""
"225","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260829-S16\README.md","548","2026-08-29T09:30:50.0606727Z","2026-08-31T13:54:25.0636130Z","Archive","b39d7ece3431acd43516f0e752568a43dec7ab1408c5ae7d9e19136a2fd59fb1","hashed",""
"226","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260829-S16\ROMER.md","10411","2026-08-29T09:31:00.7063665Z","2026-08-31T13:17:45.5364703Z","Archive","2d23da8069ea9f1d709aa404cd6be7ee0f16f595e567885fa42c87947f8980a1","hashed",""
"227","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260829-S16\SUSPENSION.md","1141","2026-08-29T09:43:23.3758558Z","2026-08-29T09:43:23.3758558Z","Archive","bbae06eb186a0ef23a07466f7d70fab6dc2664d888d8691da57d76ef4c1a289c","hashed",""
"228","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260901-S17\00_PLAN\EXPECTED.yaml","5352","2026-09-01T08:50:18.4667873Z","2026-09-01T13:05:38.7392998Z","Archive","8902cb5bdfca5468ff53b4f1319bd45df1b76fac1a5c0f4f0f2ef646d3e381c2","hashed",""
"229","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260901-S17\00_PLAN\EXTERNAL_WORKING_LOCATION_RECORD.md","1656","2026-09-01T13:05:37.6853189Z","2026-09-01T13:05:37.6853189Z","Archive","a3b89aa816c38a3b6dffc205cd1c43fa5382bbf162e2139edcd0a88a454b53cd","hashed",""
"230","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260901-S17\00_PLAN\GUIDANCE_CLASSIFICATION.md","1218","2026-09-01T08:50:19.5917816Z","2026-09-01T08:50:19.5917816Z","Archive","ee24ae7ad8897a00ea644b70b57e253935d5c57ff1c1c6091b2b41e2e9231cda","hashed",""
"231","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260901-S17\00_PLAN\METADATA_ONLY_BOUNDARY.md","1759","2026-09-01T12:34:04.0754980Z","2026-09-01T12:34:04.0754980Z","Archive","aef81e0537e75d52005e8fb2284363cb84e8782901cb4749086baf4180a6655b","hashed",""
"232","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260901-S17\01_ACTUAL\ACTIONS.jsonl","12871","2026-09-01T08:50:20.6678932Z","2026-09-01T13:33:25.7206431Z","Archive","c536ca513a851a944339fc28864dc9eeb8506bf5a6e4b1bde82dc8560b02a951","hashed",""
"233","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260901-S17\01_ACTUAL\ACTUAL.yaml","6906","2026-09-01T08:50:21.7491582Z","2026-09-01T13:33:24.6335774Z","Archive","86ad0ed50db5a14fa49ecb4fa576c4e929d7a2277c691a3761f46980424693a3","hashed",""
"234","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260901-S17\02_RESULTS\ENHANCED_CATALOGUE_ASSURANCE_PLAN.md","3832","2026-09-01T12:49:05.4078873Z","2026-09-01T12:49:05.4078873Z","Archive","9b2aa350f0358fb2158b599bee6fa2a1126e2dc10b897b4426f038dfa8fb7cc7","hashed",""
"235","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260901-S17\02_RESULTS\ENHANCED_CATALOGUE_GATE_REPORT.md","3635","2026-09-01T12:49:06.4509850Z","2026-09-01T12:49:06.4509850Z","Archive","a476a4d28c845a3254093003fc4820924bb2459254d0978de84aef7b9d1eff46","hashed",""
"236","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260901-S17\02_RESULTS\ENHANCED_CATALOGUE_IMPLEMENTATION_TEST.md","2859","2026-09-01T12:49:04.3565073Z","2026-09-01T12:49:04.3565073Z","Archive","892bd2dd7d1e7795e0f73e56fb08862b7795055f24db11eabad47c5ede821dea","hashed",""
"237","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260901-S17\02_RESULTS\METADATA_FIELD_CATALOGUE.md","6207","2026-09-01T12:39:53.5919979Z","2026-09-01T12:39:53.5919979Z","Archive","0c5ca098dc9d4ff212aae2eeb20c22c1c18725d490fb5d87e21403d78ff9f81c","hashed",""
"238","DOSSIER_SPACE_ROOT\04_SESSIONS\DS-20260901-S17\02_RESULTS\METADATA_FUNCTION_AND_SCORECARD.md","6517","2026-09-01T12:39:54.6078210Z","2026-09-01T12:39:54.6078210Z","Archive","6a84ba0aa0d1f1604add928501cdfb06246dd4a1763437b2ad7f51c79ba02fc6","hashed",""
